"Year","Measure","value.Q","value.HEC","diff","mean","pdiff"
1975,"Q015-pp",0.244897959183673,0.9592,-0.714302040816327,0.602048979591837,1.18645170912937
1975,"Q030-avg",5.64,7.113,-1.473,6.3765,0.23100446953658
1975,"Q030-pp",0.836734693877551,0.9184,-0.081665306122449,0.877567346938775,0.0930587337909993
1975,"Q060-avg",6.495,9.12,-2.625,7.8075,0.336215177713737
1975,"Q060-pp",0.857142857142857,0.898,-0.040857142857143,0.877571428571428,0.0465570568126325
1975,"Q090-avg",6.758,11.893,-5.135,9.3255,0.550640716315479
1975,"Q090-pp",0.775510204081633,0.9592,-0.183689795918367,0.867355102040817,0.211781536173777
1976,"Q001-avg",4.62,4.62,0,4.62,0
1976,"Q001-pp",0.591836734693878,0.4898,0.102036734693878,0.540818367346939,0.188670986147223
1976,"Q003-avg",4.977,4.977,0,4.977,0
1976,"Q003-pp",0.73469387755102,0.6122,0.12249387755102,0.67344693877551,0.181890911515232
1976,"Q007-avg",5.406,5.406,0,5.406,0
1976,"Q007-pp",0.857142857142857,0.7551,0.102042857142857,0.806121428571429,0.126584970360722
1976,"Q015-avg",6.196,6.196,0,6.196,0
1976,"Q015-pp",0.938775510204082,0.8571,0.081675510204082,0.897937755102041,0.0909589887940512
1976,"Q030-avg",8.398,8.398,0,8.398,0
1976,"Q030-pp",0.979591836734694,0.9796,-8.16326530594935e-06,0.979595918367347,8.33329861107908e-06
1976,"Q060-avg",10.309,10.309,0,10.309,0
1976,"Q060-pp",0.979591836734694,0.9592,0.0203918367346939,0.969395918367347,0.0210356123316857
1976,"Q090-avg",12.104,10.273,1.831,11.1885,0.163650176520534
1976,"Q090-pp",0.959183673469388,0.898,0.061183673469388,0.928591836734694,0.0658886617876533
1977,"Q001-avg",4.16,4.16,0,4.16,0
1977,"Q001-pp",0.428571428571429,0.3673,0.061271428571429,0.397935714285715,0.153973183033872
1977,"Q003-avg",4.643,4.643,0,4.643,0
1977,"Q003-pp",0.571428571428571,0.449,0.122428571428571,0.510214285714286,0.239955200895981
1977,"Q007-avg",4.976,4.976,0,4.976,0
1977,"Q007-pp",0.653061224489796,0.5306,0.122461224489796,0.591830612244898,0.206919381924641
1977,"Q015-avg",5.219,5.219,0,5.219,0
1977,"Q015-pp",0.714285714285714,0.5918,0.122485714285714,0.653042857142857,0.187561525167895
1977,"Q030-avg",5.511,5.511,0,5.511,0
1977,"Q030-pp",0.73469387755102,0.6122,0.12249387755102,0.67344693877551,0.181890911515232
1977,"Q060-avg",5.82,5.82,0,5.82,0
1977,"Q060-pp",0.714285714285714,0.6122,0.102085714285714,0.663242857142857,0.153919055721886
1977,"Q090-avg",6.064,6.064,0,6.064,0
1977,"Q090-pp",0.612244897959184,0.4694,0.142844897959184,0.540822448979592,0.264125311788924
1978,"Q001-avg",4.64,4.64,0,4.64,0
1978,"Q001-pp",0.63265306122449,0.5306,0.10205306122449,0.581626530612245,0.175461496085924
1978,"Q003-avg",4.7,4.7,0,4.7,0
1978,"Q003-pp",0.612244897959184,0.4898,0.122444897959184,0.551022448979592,0.222213991800031
1978,"Q007-avg",4.78,4.78,0,4.78,0
1978,"Q007-pp",0.551020408163265,0.449,0.102020408163265,0.500010204081633,0.204036652313218
1978,"Q015-avg",5.055,5.055,0,5.055,0
1978,"Q015-pp",0.612244897959184,0.4898,0.122444897959184,0.551022448979592,0.222213991800031
1978,"Q030-avg",5.235,5.235,0,5.235,0
1978,"Q030-pp",0.551020408163265,0.449,0.102020408163265,0.500010204081633,0.204036652313218
1978,"Q060-avg",5.925,5.925,0,5.925,0
1978,"Q060-pp",0.795918367346939,0.6735,0.122418367346939,0.734709183673469,0.166621528718152
1978,"Q090-avg",6.699,6.885,-0.186,6.792,0.0273851590106007
1978,"Q090-pp",0.714285714285714,0.6531,0.061185714285714,0.683692857142857,0.089492984527304
1979,"Q001-avg",3.84,3.84,0,3.84,0
